-0.07268561481851332,"",0.00473605280885292,0.13575686097765616,0.31444568203698553,-0.08825746959035735,"",-0.43169059115611597,"","","",0.01959410746035828,"","","","","","","","","","","",""
0.23234047299995897,"",0.44713045516949024,0.16968331573134376,0.0005444953988906764,-0.13836500952398084,"",-0.11839178104995862,"","","",-0.03223762118259332,"","","","","","","","","","","",""
0.3608305880493895,"",0.4375885532065118,0.13989307335720547,-0.02565055243193609,0.04511349395460906,"",-0.1270825804035916,"","","",-0.03589467813795222,"","","","","","","","","","","",""
0.38145389439627064,"",0.4287215891010886,0.1778508301289926,0.2036183328113652,0.11925372638155873,"",0.05321676684897825,"","",-0.12482454053420333,-0.13839733685735384,"","","","","","",-0.5,"","","","",""
0.3868956420156723,"",0.4364689142424433,0.17902525763151633,0.18970624501772326,0.04917497666542481,"",0.17349039131065025,"","",-0.16889318126864677,-0.21140853898824596,-0.4583470202199266,"","",-0.5,"","",-0.5,"","","","",""
0.3045749001164042,"",0.4121201321420095,0.13883281158234473,0.2853510047111295,0.05744367533233119,"",0.07093065807862164,"",-0.28591265657973886,-0.27578190836835503,-0.20224109285352504,-0.30185363651287034,"","",-0.5,"","",-0.5,"","","","",""
0.30176415969200776,"",0.378338921655463,0.15494208543686783,0.3539502086669044,-0.04367766975927406,"",-0.06449773191106639,"",-0.10832362464126044,-0.25622541213748773,-0.18322129225350053,-0.17620498808913632,-0.5,"",-0.5,"","",-0.4910467746781969,"","","","",""
0.33288674979988775,-0.4149881349927941,0.29430570894759545,0.1086131273322033,0.22597182339788757,-0.06814535177976278,"",-0.11038401545439924,"",-0.3906785309597874,-0.18299240655204674,-0.10460563589424471,-0.1708769664793517,0.4257373549674479,"",-0.5,"","",-0.2573177814422518,-0.5,-0.5,"",-0.5,""
0.32079261096439693,-0.3299262240584051,0.1280952216100334,0.09939540048327844,0.325336132658246,-0.12144370668594101,"",-0.1721884346536307,"",-0.42878102525493567,-0.13558787806341022,-0.09671617271101429,-0.07112853376688327,0.35402566379044675,"",-0.42682663737800897,"",-0.5,0.06098861745659345,-0.5,-0.5,"",-0.5,-0.5
0.27125314938321443,-0.024784042121878902,0.13698388874438538,0.02804139306641762,0.3522725036487795,-0.14564077948101134,"",-0.230558207256702,-0.19349838459149715,-0.3813323629447132,-0.032135446632573894,-0.0639879728259955,-0.01527261885104203,0.16904801004650627,"",-0.12337322843233683,"",-0.5,0.1315911692856846,-0.5,-0.13716002351673057,"",-0.4434459834396718,-0.5
0.21169245058350827,0.09404602259388117,0.11872276154893013,-0.07045985045281844,0.25159988982531967,-0.037250854891769714,0.5,-0.23854068638390868,-0.006012890717332575,-0.23301802829161228,-0.013129038656456038,-0.03707322878163499,0.15832679547240613,-0.021391673052752025,"",0.08382591054852206,"",-0.5,-0.01079207963447315,0.28873239436619713,-0.30524580121867306,-0.18004609179950076,-0.46573053431110967,-0.495760624758852
0.18284841685508146,0.23731879715096416,0.08955701573918129,-0.15372198468421433,0.2333293484937825,-0.00451078397942728,0.5,-0.2542222707193249,-0.02351345391939924,-0.18030941249261984,0.1296529717263496,0.04736918499087017,0.23396415051661823,-0.05182736430707624,"",0.18608330744118973,"",-0.4686289485625086,-0.16754135889498178,0.463302752293578,-0.37302387783915286,-0.0898030085275291,-0.4658893435855795,-0.49897450078278005
0.1762858430818206,0.20734238379995473,0.09397995373745849,-0.15794257287206348,0.16044767790159875,0.01842891901330923,0.4990668698494267,-0.1813776369560885,0.0683188465169493,-0.045850643377751854,0.15513721590824514,0.07963812116854807,0.24855448255671897,-0.13026899439628598,"",0.23663142485170152,-0.10868611315236848,-0.44226829879666646,-0.07417960751419789,-0.0184321846208364,-0.3168651080949011,0.18333731603229353,-0.4332349315195324,-0.49952887364806176
