year,ratio
-10,0.9999999999999999
-11,0.5421458429454781
-10,0.5565639967188536
-5,0.6991611426514116
0,0.7058726693667553
5,0.6696786661813344
10,0.6534986493986208
15,0.6535613520432897
20,0.6582084241442308
25,0.6515891188309346
30,0.6752298398373612
35,0.7000244899206297
40,0.7101717637525754
45,0.7079568499304432
50,0.7151889867012611
55,0.7078829752436278
60,0.6856801333637403
65,0.6817984647616148
70,0.686846099336759
75,0.6811386369043314
80,0.7002245224426458
85,0.6970022621796962
90,0.6787313161403511
95,0.6674045664645305
100,0.6374176466009794
105,0.6134837872194419
110,0.6227400221069695
115,0.6053107169247209
120,0.6002024590421997
125,0.5847633821663399
130,0.5768916532831178
135,0.5687893142017585
140,0.5602583623119601
145,0.5440135101008698
150,0.5388878782695635
155,0.5485304990479715
160,0.5689174289614063
165,0.5671658647425938
170,0.5569435402665315
175,0.552842565414191
180,0.5407119847111175
185,0.5435256360169101
190,0.5419016604312915
195,0.5374403108716863
200,0.5417823271091851
205,0.5491466948156933
210,0.5429680645742443
215,0.5287720093769926
220,0.4933771561518277
225,0.46591183821567694
230,0.44964753451372236
235,0.43755745809604757
240,0.4515220364534826
245,0.43040403960182433
250,0.38305845963808605
255,0.3667035108964122
260,0.3746107674935832
265,0.36764874184162266
270,0.35899400787818064
275,0.3634033689046032
280,0.3587831181446449
285,0.3652281256937331
290,0.38950815796435145
295,0.3862102352606444
300,0.4077148501543237
305,0.43682670172830423
310,0.4613454966368268
315,0.4718413482945418
320,0.4690418505373874
325,0.47092398163238847
330,0.47429865045884667
335,0.47863406835216
340,0.49626921572354227
345,0.5226975735422794
350,0.5245993819242146
